subjects,surface_F.Coll.left,surface_F.C.L.a.left,surface_F.C.L.p.left,surface_F.C.L.r.ant.left,surface_F.C.L.r.asc.left,surface_F.C.L.r.diag.left,surface_F.C.L.r.retroC.tr.left,surface_F.I.P.left,surface_F.C.L.r.sc.ant.left,surface_F.C.L.r.sc.post.left,surface_F.C.M.ant.left,surface_F.C.M.post.left,surface_F.Cal.ant.-Sc.Cal.left,surface_F.I.P.Po.C.inf.left,surface_F.I.P.r.int.1left,surface_F.I.P.r.int.2left,surface_F.P.O.left,surface_INSULAleft,surface_OCCIPITALleft,surface_S.C.left,surface_S.C.LPC.left,surface_S.C.sylvian.left,surface_S.Call.left,surface_S.Cu.left,surface_S.F.inf.left,surface_S.F.inf.ant.left,surface_S.F.int.left,surface_S.F.inter.left,surface_S.F.marginal.left,surface_S.F.median.left,surface_S.F.orbitaire.left,surface_S.F.polaire.tr.left,surface_S.F.sup.left,surface_S.GSM.left,surface_S.Li.ant.left,surface_S.Li.post.left,surface_S.O.T.lat.ant.left,surface_S.O.T.lat.int.left,surface_S.O.T.lat.med.left,surface_S.O.T.lat.post.left,surface_S.O.p.left,surface_S.Olf.left,surface_S.Or.left,surface_S.Pa.int.left,surface_S.Pa.sup.left,surface_S.Pa.t.left,surface_S.Pe.C.inf.left,surface_S.Pe.C.inter.left,surface_S.Pe.C.marginal.left,surface_S.Pe.C.median.left,surface_S.Pe.C.sup.left,surface_S.Po.C.sup.left,surface_S.R.inf.left,surface_S.Rh.left,surface_S.T.i.ant.left,surface_S.T.i.post.left,surface_S.T.pol.left,surface_S.T.s.left,surface_S.T.s.ter.asc.ant.left,surface_S.T.s.ter.asc.post.left,surface_S.p.C.left,surface_S.s.P.left,surface_ventricleleft
50819,1643.82,2252.63,4020.3,543.633,576.257,358.728,580.876,5522.81,,74.363,1532.36,2053.68,2372.48,2836.94,844.14,122.208,2230.03,3809.69,3818.27,2972.25,,244.428,556.679,427.134,1625.46,497.639,1882.53,1622.17,343.802,770.698,677.068,585.375,3786.3,59.8921,222.929,592.402,1186.43,234.751,959.879,869.403,152.545,612.765,1693.48,690.37,350.421,384.121,1051.5,1470.24,476.585,527.965,683.948,540.111,331.418,27.6775,2216.05,2070.3,340.808,3950.55,1343.08,905.452,107.91,560.889,2329.03
50820,2816.71,2130.19,5335.34,,182.446,451.583,558.496,6035.59,,,1208.56,1562.25,2467.76,988.349,50.9815,,1646.29,4323.68,3408.62,3091.46,161.097,180.499,1053.28,1066.78,1651.24,725.335,2203.1,2310.78,540.133,405.498,29.7303,658.873,2728.96,50.2021,228.379,513.7,726.957,,994.769,850.421,165.507,776.948,2101.97,852.672,322.934,42.0465,617.294,1257.59,793.081,928.891,,897.738,475.432,512.416,1288.3,1807.11,2338.18,3297.95,566.392,1930.29,355.15,880.526,2495.7
50821,2065.28,1897.32,4468.24,100.405,871.013,562.696,257.929,4559.08,,227.702,1385.45,1779.44,1739.46,2401.21,526.366,592.1,1883.12,3585.55,2887.74,3140.28,113.153,273.519,509.847,275.759,1254.75,270.218,2064.43,2799.79,876.251,502.876,677.776,665.145,3046.03,135.378,833.647,124.03,928.82,,662.945,1386.93,115.074,912.852,1398.98,613.417,548.365,,242.279,1146.13,381.297,556.143,686.815,832.022,,624.692,1675.88,1506.32,1322.13,2538,589.032,1561.69,308.915,754.047,2815.08
50822,1238.9,2026.54,3716.92,62.4193,1189.44,92.2165,366.662,5435.86,,85.653,837.068,1901.88,2892.92,1502.07,368.894,,1791.7,3171.33,3159.26,3130.02,95.1074,,541.743,124.207,1516.87,539.458,2489.1,2085.19,550.976,837.485,115.225,395.065,2550.17,,76.8802,545.162,1267.62,206.78,53.4623,639.87,,753.873,2123.46,536.221,793.335,,950.628,1443.6,1344.43,500.898,449.079,1168.28,,467.469,1554.17,1865.04,1206.67,4154.81,,1410.83,280.758,731.336,2464.69
50823,1905.5,1992.42,4413.77,469.784,716.191,32.3201,620.669,4284.23,,297.087,1151.05,1013.49,1954.99,1977.24,606.759,582.878,1810.21,3704.3,4187.53,3234.53,84.0149,,870.404,659.237,1500.81,817.797,1924.51,2690.56,521.107,835.116,460.647,166.814,3029.62,654.539,648.185,462.885,743.862,27.5832,1061.49,592.533,,819.697,1801.55,1450.98,687.704,,1097.91,1417.01,735.632,250.845,178.754,505.966,493.192,580.214,1588.54,1926.99,994.793,2795.6,820.888,1547.33,238.521,966.056,2682.34
50824,2014.47,2327.63,4433.47,984.417,405.547,695.304,,5911.18,111.945,138.024,942.831,1466.92,2286.5,3021.73,815.136,359.777,1983.61,4237.98,3898.86,3669.37,568.906,,246.587,1015.24,1856.7,1069.41,3535.56,2998.46,906.478,894.406,214.112,821.529,3391.71,123.829,481.857,250.501,857.878,109.226,1144.21,1494.44,90.1762,858.848,2054.92,1135.96,348.68,,631.529,1291.99,735.01,863.667,868.369,1340.93,,349.716,2686.36,2112.87,989.71,4813.56,1048.06,1585.63,268.415,1098.63,4013.19
50825,1191.02,2286.48,4030.36,712.409,438.001,,501.104,5090.04,,108.577,704.666,957.093,960.861,1451.28,632.53,57.7193,434.399,3929.83,4724.5,3520.33,201.077,80.2758,1219.22,1668.76,1244.98,706.976,2526.71,3130.59,780.489,1108.42,697.303,839.118,2135.61,546.285,611.016,602.33,1001.93,493.886,565.167,1571.99,,948.471,1200.18,1630.4,622.233,38.7948,740.289,1245.27,,869.682,1145.24,1038.15,159.812,406.287,892.282,1281.62,1105.85,3187.41,785.183,1987.75,603.41,801.984,2477.18
50826,1882.95,659.713,4229.77,180.114,479.673,,381.828,3113.56,,95.5064,779.418,1154.52,1704.78,2268.32,,670.972,1788.39,3831.98,3064.07,2965.61,144.393,,734.415,322.834,1682.78,95.8651,1111.06,1241.6,446.644,688.548,,253.866,2436.52,,,380.412,379.806,253.473,619.916,1065.56,292.021,129.142,532.902,264.71,293.048,133.775,607.541,1375.51,371.992,456.566,424.699,879.415,186.489,292.173,1147.87,954.778,503.936,2737.88,961.78,465.013,,1009.92,2261.18
50952,1600.4,2185.02,4174.82,640.576,348.101,,418.423,5343.13,,50.3412,1487.64,1620.92,1348.74,2633.12,623.068,315.249,1676.14,3512.67,4688.68,3422.79,204.393,,564.627,864.073,2251.45,,1801.87,1896.39,808.806,1471.84,766.27,460.953,3397.24,289.267,,421.955,1197.32,,400.318,1619.42,225.03,648.672,1457.24,834.001,702.03,75.5221,613.703,1390.03,889.182,589.957,303.01,1125.17,124.462,539.984,1522.8,1308.9,293.624,4137.56,551.972,1124.38,,783.235,2206.36
50953,2074.44,1681.87,5052.49,931.421,498.613,,351.041,5328.79,,109.193,1740.17,1639.89,1962.35,1306.53,,965.49,2126.66,2531.09,2098.23,3059.38,95.2831,54.8495,943.222,310.31,1044.9,402.685,1662.84,2707.22,763.633,1281.63,275.095,512.93,2186.11,317.914,350.149,418.195,1131.81,168.238,804.392,716.495,361.423,985.128,1264.61,951.315,281.037,,962.912,1291.49,693.485,317.117,860.183,529.651,95.8899,392.636,1301.13,1748.48,326.544,3293.86,32.6188,820.472,447.561,834.479,1418.92
50954,1425.29,1428.06,3007.57,741.7,610.943,,100.988,3199.4,,,1191.61,1867.46,1241.21,2041.15,564.048,338.038,1538.22,2583.11,1685.15,2475.71,,255.017,53.586,256.215,431.256,,1140.16,1820.67,808.647,248.043,115.049,140.001,2268.7,,190.712,273.006,658.643,,257.253,233.573,328.902,517.124,782.689,616.083,,,692.42,1254.26,,360.128,891.651,331.131,45.5056,62.1708,919.815,1158.77,524.245,2860.28,183.726,1200.3,75.7836,644.524,1983.59
50956,993.502,1845.67,3305.27,497.405,560.534,,41.5552,4577.25,,,1278.61,1509.58,1734.92,1102.36,154.746,115.704,1827.54,2616.33,1241.96,2722.32,67.3472,,646.271,274.449,1518.32,76.9167,2031.24,1108.61,724.105,587.119,86.3426,290.06,1989.65,,178.185,,1004.08,263.074,867.11,1046.25,306.63,457.703,981.283,674.678,490.641,,1060.59,896.182,,165.521,974.902,882.392,34.4943,51.734,1458.62,635.773,720.987,3781.43,28.4986,1554.33,396.501,610.605,1964.32
50957,1689.15,1625.29,3371.32,652.099,622.648,,159.428,4707.09,,100.293,96.8125,1956.15,1451.54,1602,157.978,,1638.02,3467.92,2315.25,2618.4,,242.177,263.808,575.774,1109.92,195.663,1461.39,1206.88,333.236,375.966,193.048,169.057,3404.95,,244.228,247.088,526.248,265.66,615.016,576.933,219.806,490.36,810.871,792.012,314.637,,662.796,517.162,,72.9597,122.432,556.807,,,1767.77,952.387,558.888,2711.6,628.976,824.171,169.759,725.267,1877.76
50958,1503.33,2211.95,3603.36,626.572,684.682,,,3758.81,,,488.406,1482.08,1641.54,1897.35,254.991,185.645,1767.48,2264.35,1930.2,3243.35,,244.487,858.042,373.361,1551.59,106.183,2368.1,2490.28,716.926,654.888,332.025,844.295,2483.94,75.447,237.189,77.3483,294.049,89.3909,117.003,1040.04,,586.647,1401.33,535.438,526.035,,611.335,703.879,238.968,316.532,535.527,952.907,,470.105,1195.99,1705.98,853.498,3776.05,597.03,742.81,494.908,537.168,2102.05
50959,1559.68,1621.24,4477.59,,1197.47,,250.082,3984.85,,,490.378,1238.26,1727.65,1434.82,171.521,159.384,1246.67,1981.81,1579.59,2798.15,,155.966,620.061,216.069,998.45,429.664,1695.61,1569.55,580.469,564.478,,282.508,2602.47,188.404,614.666,206.407,693.402,,324.814,182.781,95.6736,411.271,1102.47,811.602,,515.648,645.178,1213.62,,846.891,422.135,881.034,140.742,185.746,1118.35,1775.35,615.705,2063.77,35.1061,1716.57,222.554,338.991,2022.2
50960,1531.16,1582.35,3429.86,637.017,,,,5099.94,,,850.589,1279.52,1922.66,2266.94,372.259,378.126,1991.81,3918.72,2773.93,2363.01,,33.2663,442.728,285.389,1555.82,42.4665,1358.68,2227.8,562.126,52.1679,237.997,157.18,2371.86,130.539,77.3908,449.907,585.042,152.56,296.363,777.341,397.394,599.489,813.359,483.545,,,1629.96,51.5288,913.488,144.16,632.557,398.999,,52.6857,1076.52,1629.07,544.637,2167.54,1112.28,489.024,467.78,776.201,1134
50961,1209.97,1324.69,2346.46,218.212,546.76,,25.2261,2940.92,,,149.253,1360.52,1243.55,1731.81,796.086,484.075,1049.63,1934.96,1996.92,2677.72,52.5901,,,189.815,1128.11,614.825,938.246,990.794,135.422,740.306,261.607,784.963,1434.51,,74.0533,428.59,840.872,54.3383,29.86,967.294,204.505,439.185,696.462,755.15,,,274.983,772.526,,,1232.75,1089.46,,136.52,803.52,1222.96,550.09,2482.44,83.3857,601.518,45.2189,308.902,1525.22
50962,1159.56,1089.59,2808.98,187.184,254.472,,195.754,3416.24,,,248.416,1294.08,1068.34,1305.44,508.916,94.1235,828.123,2683.31,2278.35,2572.72,,,225.578,328.362,1028.05,106.511,1791.48,1964.6,,843.683,216.191,175.138,1767.85,,184.246,285.821,210.891,,300.243,610.072,,336.112,703.178,859.214,350.393,,837.206,1139.82,301.095,268.001,453.612,833.116,,557.36,1028.44,793.728,432.302,2164.9,935.495,761.76,,376.513,1651.29
50964,2044.51,1702.03,3709.43,,706.414,34.604,,4328.6,,,168.869,1802.13,1572.99,2935.52,399.516,,2477.41,3507.4,2409.39,2612.85,,171.675,705.751,348.384,1898.8,242.366,1696.1,1277.74,263.882,440.611,634.908,477.3,3578.48,33.1019,,755.322,784.223,289.703,446.115,702.671,132.589,418.182,1855.57,867.56,343.711,,591.293,704.766,,141.657,,1589.59,287.056,456.462,1847.95,1515.78,650.21,4461.38,,1469.96,355.011,484.515,2771.27
50965,1403.71,1699.5,4170.56,1033.67,223.082,864.06,433.409,4916.3,,288.807,1150.87,1987.87,1850,1713.53,676.855,181.799,1721.39,3326.7,3719.84,3269.34,,93.3473,861.458,322.255,858.529,,1695.95,3578.22,1044.01,2080.13,516.845,684.346,995.926,,672.026,404.101,811.73,94.1069,842.238,1094.08,176.469,367.665,1323.54,1022.32,,177.268,779.945,975.548,,272.769,914.16,931.219,180.837,671.671,1270.16,1531.54,711.162,4287.2,2318.2,273.41,167.352,768.622,2633.86
50966,1203.26,2562.39,4393.02,152.221,884.002,,630.759,6095.15,,186.964,1128.51,2132.28,2086.45,2592.03,535.577,78.6674,1391.06,2870.9,2417.25,2921.53,114.315,37.5298,882.85,120.171,917.194,905.229,1782.52,2576.8,543.91,833.393,193.448,537.514,3971.39,412.877,713.151,143.883,787.485,178.028,580.298,1205.88,138.95,677.129,675.214,,,1093.83,689.804,1500.14,,274.824,,67.8155,,506.197,1446.07,2213.83,408.654,3387.4,885.679,300.16,185.022,1084.24,1711.32
50967,1343.65,2170.14,4328.23,,586.593,,33.7663,3775.96,,,1249.33,1258.04,1801.58,2096.2,208.765,420.537,3042.39,3859.57,3951.4,2715.3,408.182,,753.657,264.041,1109.58,50.7138,1947.72,1874.91,692.116,1578.31,682.918,759.78,1939.44,,409.468,460.798,912.284,131.944,535.286,1247.63,,503.025,1334.56,1479.19,53.0987,,1020.13,487.285,189.428,633.887,1411.65,309.472,253.086,230.933,981.194,885.444,621.046,2506.75,1627.45,137.608,,377.797,2128.51
50968,1089.39,2374.76,4514.41,,738.477,520.456,224.367,4275.25,,78.7799,1836.6,1824.33,2679.83,1527.09,51.7591,637.53,2445.06,3880.49,3239.87,3371.06,,92.443,1351.76,621.254,1472.17,1252.64,1522.54,2408.55,723.832,699.659,,829.813,3140.84,312.76,,935.79,1787.73,,264.013,2057.68,80.9784,594.243,1068.74,1281.06,,,,1380.53,558.245,339.404,501.631,1017.45,23.7394,,1511.17,1550.79,392.665,4055.49,1517.57,251.806,212.221,798.572,2409.52
50969,1631.28,1229.38,3616.97,834.257,,975.312,,4825.68,,429.168,1360.37,1368.08,1647.21,3226.84,281.895,964.889,2435.87,4172.78,3483.06,3197.9,,180.835,646.068,794.702,659.807,847.856,2165.86,2772.9,825.715,1333.32,200.12,1467.17,2228.48,,623.414,322.028,953.547,115.459,752.193,871.774,314.25,608.426,1402.96,264.451,953.719,,301.608,1656.39,415.357,551.065,234.215,1013.3,276.411,415.422,1272.55,1437.17,742.172,3074.29,835.153,155.953,355.956,739.598,2151.19
50970,1382.39,2686.26,4215.78,392.017,389.775,,776.521,5928.01,,,543.75,1760.63,3418.91,2896.15,1086,,1679.11,3830.7,3224.6,3092.48,33.4779,454.646,317.974,1171.81,2085.6,151.539,2357.48,1897.9,1314.67,1716.69,331.836,950.691,3541,66.6369,38.7873,888.217,632.604,293.128,675.671,1989.61,,655.333,1571.29,258.473,676.836,,402.324,2089.23,68.572,897.734,475.11,213.598,594.402,1025.52,1686.16,1607.42,1439.64,4815.31,185.021,850.786,544.746,1111.96,3844.21
50971,1259.39,1836.35,4247.48,925.163,689.37,,342.398,4357.92,,261.306,594.156,1835.09,1427.72,1402.06,510.696,332.749,2223.88,3059.17,3469.54,3539.6,34.6594,,687.322,501.785,1417.02,318.534,1936.54,1775.82,848.706,379.824,168.995,965.358,2872.89,,531.432,591.988,1111.95,33.0472,726.35,693.282,135.203,780.336,1223.59,281.552,832.797,,344.719,1485.16,652.845,1196.79,102.532,1886.13,,256.669,1302.89,1506.78,896.715,4823.97,,583.538,172.485,925.283,2558.6
50972,2302,1618.46,5648.79,1021.31,307.85,,84.6183,6269.4,,,1652.89,1512.69,2777.92,2599.62,127.058,218.932,2172.96,5221.97,2699.73,3623.86,211.376,,1040.86,233.239,48.2638,724.54,3188.95,3907.85,737.339,806.498,364.454,833.422,3532.14,52.517,182.582,931.967,1027.46,258.849,1197.63,525.324,,726.398,1722.15,1497.52,1524.95,,1648.84,2186.88,,1332.71,891.199,563.047,94.0454,760.169,1690.5,3036.41,937.719,4224.76,2704.36,473.219,179.807,1491.46,2953.04
50973,1771.96,674.26,2743.32,624.739,501.738,,141.714,6354.41,,,598.212,1092.85,1761.86,520.173,66.9552,,1864.07,4615.37,2055.53,3232.94,111.334,190.843,672.138,408.056,1717.77,,2671.96,2181.77,411.441,1111.38,391.828,491.111,2681.67,,231.474,574.501,849.864,65.3443,753.817,1428.8,331.708,591.601,1087.04,910.517,199.412,,824.338,1494.4,489.731,606.574,558.118,1221.46,,226.038,1703.29,797.477,380.668,3857.46,554.496,1422.27,197.123,377.816,2669.55
50974,1602.91,1735.89,4045.81,716.972,38.4025,573.947,795.383,5000.88,,194.955,876.994,1707.56,1896.19,1484.04,277.475,696.031,2384.73,3309.87,2480.52,2850.85,,194.985,665.257,366.238,1045.32,565.062,1523.77,2550.39,695.216,1217.65,328.615,505.347,1516.45,48.6795,547.223,442.696,453.264,42.7922,96.9633,1840.61,,573.51,1199.44,232.843,238.895,196.332,,1924.1,1061.88,773.46,131.878,1555.76,166.615,627.971,2105.36,714.613,411.951,3670.39,729.885,1257.18,84.4324,1133.43,3005.1
50975,1955.41,1550.27,4042.85,1109.4,,,270.708,5267.84,,186.465,912.554,1852.42,2071.54,1198.91,135.879,62.5981,2202.01,3454.03,2390.09,3147.38,377.327,,554.358,435.556,1086.18,256.785,1783.12,3647.37,1214.85,956.8,259.554,695.384,1796.23,486.393,,509.768,684.779,245.781,607.266,1205.28,,557.091,1275.04,496.497,619.242,31.4277,580.876,1587.7,788.076,790.742,515.198,854.274,599.569,621.706,1974.23,1076.05,249.021,2663.14,1316.39,519.082,43.9376,639.722,1930.26
50976,2425.79,2046.39,3913.58,335.287,820.582,,533.813,5205.97,,,515.334,1672.91,2291.58,1522.45,114.164,,1735.08,4475.54,2840.94,3719.32,152.963,127.067,285.156,788.533,760.906,495.535,2640.04,2654.71,739.855,582.742,189.276,905.611,3196.07,,225.235,513.566,700.101,87.2121,510.669,921.904,499.404,539.696,1637.31,380.058,1042.38,,1020.01,730.963,,648.996,1073.37,896.091,439.728,752.378,2070.5,1793.65,1112.21,2947.9,1244.52,209.995,136.95,634.381,2397.08
50977,1315.59,3088.19,5696.32,511.888,25.3142,,342.081,5433.49,174.963,98.6332,1064.36,1843.94,2319.77,1275.48,772.618,565.459,2315.65,2649.93,4353.51,3813.04,69.1814,245.584,916.854,773.144,2160.47,1351.03,2426.16,4010.46,204.779,416.964,,996.084,3082.46,,105.92,907.999,959.333,205.36,685.724,1681.12,,956.35,1572.59,1159.85,136.142,,851.317,1237.43,546.771,430.407,762.526,1222.3,83.0387,231.237,1483.65,1627.38,1571.84,2891.65,756.716,192.729,476.822,985.093,2899.2
50979,1807.14,1160.62,4160.15,498.003,650.439,204.525,494.798,5666.16,,,1122.7,1530.91,1556.88,1462.72,103.265,33.0156,941.289,4580.43,4655.06,3550.6,91.3529,92.31,508.623,763.917,2282.5,611.833,2528.3,2435.15,1138.94,858.874,441.937,1071.84,3397.44,,394.705,1058.34,662.189,,753.473,1556.8,434.5,740.619,1686.04,1191.81,377.425,,904.007,200.189,233.236,579.479,1451.09,1217.45,417.491,394.44,1806.45,2074.78,677.747,4536.58,562.506,954.958,271.997,901.644,2695.09
50980,1794.35,1166.84,4294.7,643.66,593.547,,217.765,5488.56,,,732.631,1600.85,1680.06,2074.14,381.637,249.713,1451.17,3369.51,3594.89,3598.1,353.485,71.4253,598.078,174.649,420.752,214.128,2237.09,3462.3,179.899,653.754,494.598,777.111,2667.13,,,294.472,804.387,459.027,538.622,1033.72,,690.001,1052.55,524.211,841.035,107.722,1578.7,,294.592,493.354,1505.51,1298.56,,199.044,1746.87,1531.21,638.722,3906.67,1766.83,206.188,278.644,1095.53,1366.38
50981,1559.89,2147.05,4180,721.254,522.15,,,4218.28,,,977.132,2091.45,2464.33,3086.91,,67.9982,960.558,3924.14,2642.63,3754.42,243.307,,693.209,362.228,2088.54,116.275,2157.95,1862.86,1147.88,1029.98,,1202.68,2750.67,411.992,,390.246,859.593,110.271,1165.79,298.313,189.638,570.163,1342.29,855.099,183.538,1931.51,354.62,992.075,690.531,552.844,485.792,219.123,410.318,,1796.22,1892.87,1334.16,2847.15,2082.87,421.061,257.385,554.228,2770.13
50982,1077.75,2361.78,4872.18,959.517,808.432,,,6704.3,,,1444.28,1691.75,2004.33,968.699,578.265,630.094,1111.23,3450.36,3848.43,3960.54,282.761,276.348,663.784,743.279,1834.58,555.999,1902.45,2293.64,1029.73,2155.24,72.1798,840.661,2077.62,,320.658,707.427,1590.8,341.646,838.592,806.572,47.5338,406.871,1957.12,772.999,814.081,,978.125,881.415,692.545,475.409,744.806,952.989,483.795,427.562,1630.33,1184.66,786.675,3922.6,1327.61,342.157,77.314,585.415,1711.57
50983,2077.24,2133.92,4452.45,1122.11,,223.846,389.724,6781.44,,159.38,716.012,1178.39,1828.99,1394.92,214.127,73.2357,2089.81,4461.91,4516.06,4013.19,254.024,209.271,369.356,334.455,1283.8,364.783,2696.46,3169.99,519.606,1664.76,309.065,1023.48,2590.01,,471.881,187.307,1323.81,209.785,,2009.16,,989.384,1764.99,1094.28,186.546,,791.875,1067.19,629.961,585.539,1087.38,1020.6,84.1849,435.938,2075.46,1595.97,1736.83,3140.27,476.131,1290.25,532.495,876.924,2993.81
50984,1347.3,2874.04,3781.05,568.466,820.222,,176.928,4618.27,,95.9213,1220.67,1499.65,1942.06,1746.66,,112.441,1112.03,2266.52,3511.43,5519.98,216.072,,213.135,333.373,1412.33,219.337,2596.94,3739.34,807.847,313.571,269.129,566.166,4027.59,599.517,491.447,567.467,1045.68,111.341,81.0963,1096.91,,617.199,1530.29,1490.77,176.324,1148.31,652.964,908.365,,528.272,,397.118,159.055,317.161,1348.1,1608.28,353.903,4779.7,1035.72,617.416,,815.433,2077.36
50985,2333.21,2185.84,4385.32,77.542,1108.39,,269.523,5777.41,,,760.279,1296.63,2024.05,1988.04,184.211,,2024.44,4466.8,3427.97,3337.14,136.756,328.268,1102.28,241.386,1307.66,1141.28,2235.29,2274.02,1292.6,1443.22,,778.703,2130.44,367.617,,304.773,1147.15,296.427,601.583,768.904,219.091,768.678,1568.8,966.603,44.9404,,1294.58,998.608,241.388,352.049,639.182,1424.57,896.789,,913.43,1937.34,695.812,4057.59,1338.81,919.915,315.523,1000.48,2442.67
50986,919.515,1749.85,3439.13,,570.17,137.688,652.079,5263.98,,,796.672,1772.03,2403.9,1644.24,,179.513,2250.9,3150.29,2280.82,2828.87,95.7574,78.5281,871.246,619.564,1547.46,798.351,1411.09,2020.54,709.588,1197.33,,843.775,2951.33,109.31,172.961,338.264,1538.79,44.8355,484.957,469.412,,646.254,1459.13,923.954,,,764.575,1311.88,,824.728,415.074,1250.06,27.1916,255.082,1258.78,1720.68,569.271,3528.71,1615.63,373.362,300.403,678.736,2263.78
50987,1552.82,56.4789,4358.42,,746.434,,,5764.42,,,1435.07,1937.4,1381.21,3070.12,182.289,,2096.73,3049.88,1533.51,3497.2,84.9913,,717.178,434.056,2126.59,558.288,1306.26,2548.79,380.013,337.233,,501.334,2365.42,257.987,137.954,261.564,537.768,,678.394,1093.1,,525.118,946.634,182.473,624.955,172.593,507.045,1085.4,716.415,500.616,652.405,273.851,112.409,141.032,1054.18,1094.7,660.745,4189.86,370.895,1133.41,17.6107,913.421,3978.51
50988,1553.35,2327.22,4187.26,36.1852,730.337,677.359,182.379,5197.41,44.3118,,549.698,1508.14,1962.28,2116.72,193.589,913.154,1981.35,3417.18,3857.76,3407.35,,,843.91,517.66,1910.3,666.489,2558.12,2447.48,226.073,1624.2,139.552,499.231,2504.88,,317.571,574.467,1010.05,101.994,,1826.11,178.499,507.339,1205.81,1055.64,1074.13,185.54,177.808,857.118,681.827,,351.556,933.087,33.952,261.307,1629.36,2045.87,507.832,2614.27,1505.01,454.798,,729.885,2454.46
50989,2412.6,1962.29,4649.69,788.932,628.824,437.576,818.856,4323.02,,115.001,702.916,2077.42,2420.46,1778.4,610.472,189.919,2157.1,3712.44,3224.72,2957.64,212.989,128.905,686.526,624.239,965.893,499.936,2450.58,3289.76,437.843,815.115,540.089,819.414,3646.3,153.019,29.5418,481.862,1304.41,44.1693,833.064,1049.91,140.127,550.014,956.559,1347.65,,310.723,887.222,986.21,,413.165,541.537,1769.8,53.3997,513.214,2211.46,1367.59,1147.72,3392.77,1225.05,823.921,381.811,1279.44,2734.18
50990,1926.91,2401.97,4183.65,1101.42,563.86,,898.288,4271.48,,,1374.26,2212.82,2231.11,3201.45,106.28,398.665,2240.99,4456.85,4223.09,3876.43,109.031,124.892,1029.17,653.968,1662.11,184.491,2594.18,3850.31,55.0929,1271.26,505.773,726.067,2490.95,639.97,588.734,623.7,1166.48,285.101,990.128,1637.82,364.16,968.915,1523.25,1213.44,650.05,,2426.52,35.8773,772.348,587.892,465.207,997.792,264.388,299.197,2380.39,1297.47,959.079,3021.18,1341.69,1739.48,239.449,1047.61,2706.63
50991,1378.04,1842.61,3962.44,502.404,544.096,,654.393,4649.1,,,528.699,1421.22,2170.23,2836.65,,127.345,1889.06,3127.05,1616.84,2879.92,,278.551,629.77,87.9968,1349.4,595.409,2236.7,2758.41,405.574,1112.2,195.564,528.819,2396.54,,36.5564,442.588,971.624,87.0549,559.799,811.513,,755.669,819.738,900.701,,345.98,1020.41,1069.79,40.9029,331.788,1181.7,157.712,108.023,101.116,759.501,1486.63,697.468,2959.48,1452.57,537.54,332.402,563.758,1648.02
50992,1524.63,2043.93,3520.98,770.003,581.885,,347.616,5073.73,,104.938,270.297,1826.86,1923.84,2189.38,,352.243,1436.16,3089.94,3202.35,3696.3,228.617,162.651,874.326,642.1,1530.71,442.835,3665.68,3365.78,429.277,563.478,307.196,557.814,1544.01,,361.765,240.058,1069.19,151.749,568.835,1827.44,238.406,593.132,1368.75,1457.81,,,1033.31,1192.74,,380.308,1299.28,901.238,76.1814,342.327,1508.44,675.537,972.557,5088.68,597.471,943.641,353.181,699.252,2432.96
50993,1332.51,1917.79,4670.97,857.77,585.554,,88.1121,4768.96,,93.8088,1210.04,1685.15,1744.18,2676.96,,777.128,1641.84,2577.45,4477.96,3644.36,,167.767,160.643,298.479,1355.22,392.938,1245.91,2240.44,596.387,1800.68,229.461,814.383,3106.9,424.128,239.008,520.375,1164.08,264.451,92.0384,500.021,,671.78,1529.34,1346.55,681.387,,801.476,1290.14,665.893,90.9085,699.847,1240.47,214.453,339.976,1653.91,2591.81,756.183,3845.64,602.774,,445.613,900.128,2868.75
50994,1492.68,1502.33,3763.65,457.34,280.397,,592.255,5000.6,,178.539,1243.54,1459.75,2046.35,1433.12,352.532,,1867.08,3618.48,2350.36,2629.02,69.6474,33.9892,566.453,180.64,1535.32,243.689,1620.31,2349.01,817.46,327.383,,193.26,3233.47,,156.264,500.533,438.878,,647.421,861.333,594.771,562.092,1188.66,663.207,377.91,131.174,595.554,796.001,,594.607,1053.98,1376.1,26.6679,525.368,1258.72,1436.19,587.296,3394.58,32.5626,1108.74,214.861,746.732,2881
50995,1431.36,2484.23,4595.02,913.196,,,172.78,4256.76,,,1117.53,1585.99,2034.13,2112.96,154.788,761.871,2104.7,3577.43,3152.34,4024.72,,34.6572,,424.635,2047.69,296.959,2154.95,1862.57,503.467,549.505,476.464,920.194,3488.11,,224.873,751.131,1227.73,254.695,297.344,289.558,42.9285,736.409,1313.65,1001.52,,89.0109,486.742,1042.99,1002.05,286.557,987.374,1496.52,387.822,92.0595,914.726,2594.08,607.289,3650.46,976.228,216.775,220.876,575.833,3386.26
